50000
1149444	1899069
1160196	1858843
1163636	1874247
1169898	1922154
1181085	1858403
1176558	1895307
1171156	1854475
1119643	1925249
1179231	1886264
1164425	1861877
1163534	1861065
1150353	1875769
1160072	1948038
1183160	1846106
1164425	1861877
1161653	1919943
1180688	1873934
1153182	1905514
1152434	1905144
1190818	1854905
1187465	1862153
1169603	1864302
1166024	1949212
1152327	1901301
1150370	1875309
1177179	1868289
1148196	1907836
1141715	1897224
1177543	1842013
1150643	1869088
1116674	1935181
1167254	1940104
1159427	1862727
1168651	1890210
1165079	1861985
1176455	1826289
1199287	1845279
1165574	1907169
1169236	1911894
1149688	1864577
1166552	1918165
1166724	1865526
1176558	1895307
1157412	1915014
1153643	1889880
1178114	1879214
1130305	1925867
1154276	1910406
1163548	1873535
1149877	1896313
1164614	1924971
1144281	1918156
1172237	1857718
1175475	1901316
1190243	1854398
1135583	1926534
1160329	1914511
1163339	1910190
1147029	1899357
1174608	1903607
1191023	1846288
1162739	1900643
1168847	1926685
1147953	1894054
1158715	1875801
1187977	1871879
1173054	1883738
1150340	1865103
1160121	1906624
1176180	1854540
1150132	1910312
1167248	1856025
1142434	1904806
1194420	1855983
1137913	1914089
1184784	1867823
1176392	1900920
1152199	1896822
1161263	1859184
1137978	1916779
1164464	1941925
1171347	1851056
1177618	1873845
1197249	1849247
1195700	1855033
1154658	1914265
1142234	1902940
1168683	1866521
1141733	1897225
1182758	1817293
1159335	1935518
1180829	1858651
1143741	1900233
1173499	1823623
1137901	1936630
1184246	1852042
1183661	1874430
1178523	1870527
1165675	1864617
1153324	1893275
1170682	1863183
1151105	1899847
1167104	1916106
1169295	1915183
1179839	1855321
1143913	1931453
1160485	1898773
1116672	1934828
1158405	1944156
1156194	1873576
1169633	1865200
1153379	1932399
1157044	1887298
1169034	1898761
1176834	1835819
1143149	1904146
1166881	1947141
1194609	1848786
1163071	1828828
1161532	1861424
1171024	1899834
1193453	1856184
1178720	1876422
1166734	1850373
1134584	1933977
1183906	1852333
1153550	1929244
1145948	1915659
1154442	1885342
1155448	1899810
1132204	1934738
1180388	1856084
1159283	1936885
1161697	1880373
1167814	1859090
1151606	1891239
1177255	1868593
1178109	1866524
1167868	1828500
1151530	1929952
1133602	1867624
1194924	1853303
1160729	1851474
1177369	1896207
1168950	1931112
1149242	1919715
1160628	1867152
1142642	1912793
1201027	1819312
1147436	1908215
1159331	1935746
1184219	1852933
1166055	1920052
1180778	1873229
1170492	1918778
1128198	1921586
1167396	1850156
1165157	1862061
1201374	1817575
1161527	1861592
1198590	1852188
1182299	1852740
1155476	1942347
1166010	1929362
1193875	1856970
1195774	1855760
1161251	1890059
1139449	1909132
1184646	1852368
1186372	1871504
1167883	1893709
1176635	1834360
1144396	1898214
1143779	1920477
1179411	1902237
1138152	1936581
1173079	1875456
1151678	1831675
1191965	1852120
1175120	1908307
1155878	1913174
1162657	1907950
1184447	1844395
1142212	1931320
1184478	1838055
1169082	1921388
1170271	1923151
1151978	1849298
1154427	1900752
1158006	1865672
1156485	1944469
1195799	1856209
1156436	1849987
1154252	1891946
1177390	1889730
1148619	1897655
1173205	1873777
1149186	1890062
1173248	1885831
1173205	1873777
1156642	1869633
1170556	1921507
1167543	1918205
1177755	1831318
1169124	1837976
1165168	1951357
1181837	1872057
1186920	1859156
1176290	1901657
1185434	1832762
1169346	1842625
1150369	1921632
1161856	1936148
1143191	1910978
1148722	1898972
1144396	1898214
1168532	1897624
1183971	1818294
1142290	1899502
1178668	1846127
1178991	1904238
1176008	1903270
1170250	1890555
1173233	1875446
1183252	1852074
1170884	1853062
1142178	1904100
1187986	1871547
1185342	1818824
1168607	1916814
1177458	1891804
1159281	1898647
1184917	1839758
1165066	1946323
1173369	1830122
1136405	1904430
1182029	1852731
1168395	1896802
1148570	1884306
1157428	1862646
1178412	1824105
1161487	1863059
1140432	1908494
1154527	1897475
1152190	1926988
1164224	1907755
1135749	1926019
1143817	1897274
1141652	1904878
1137262	1902288
1147688	1890104
1144815	1898230
1144401	1898103
1194808	1854877
1149007	1908392
1172775	1850330
1175313	1903332
1175754	1908452
1166800	1918238
1168749	1923043
1160932	1949930
1170391	1891082
1142189	1899980
1158248	1933812
1140734	1908695
1170285	1922731
1175583	1864438
1137900	1936539
1176405	1885502
1171158	1900220
1149840	1910541
1176006	1903350
1175362	1908286
1182992	1861293
1197639	1852462
1162400	1910601
1166033	1851577
1163112	1910276
1168452	1923446
1147227	1931120
1149997	1889729
1176008	1903270
1175363	1905380
1191758	1860240
1163971	1857177
1166392	1850501
1156113	1877231
1168934	1923099
1179532	1828275
1163040	1911700
1162809	1908028
1159568	1896909
1168408	1926890
1155071	1900612
1171291	1894027
1160438	1897806
1171563	1870176
1175800	1903633
1157977	1889902
1137588	1926216
1169884	1844375
1148355	1899645
1171658	1866840
1177301	1866732
1145537	1861362
1192483	1859406
1167613	1916703
1172460	1847037
1138151	1904482
1144473	1904925
1148063	1899282
1161533	1931493
1163968	1924991
1157772	1860103
1170010	1923540
1155983	1900155
1167613	1916703
1136464	1910182
1127577	1920477
1201079	1842345
1169163	1907634
1156890	1869825
1168809	1927980
1137673	1904795
1173049	1827302
1178291	1905099
1163867	1944192
1176734	1831625
1187683	1844209
1147665	1888976
1149905	1893012
1153027	1897762
1167525	1860520
1163024	1926966
1188342	1859971
1169263	1891363
1167567	1868082
1149937	1918640
1175357	1908423
1160840	1862373
1147556	1893451
1163684	1859180
1194527	1834168
1152382	1935436
1171090	1900283
1153004	1931648
1171105	1887523
1146719	1890724
1144172	1911136
1170930	1866242
1193267	1849504
1182320	1861165
1193532	1841688
1167394	1890289
1165102	1948708
1162055	1913965
1166063	1949522
1173826	1884423
1180766	1873709
1153933	1947306
1160442	1876039
1172723	1918518
1139725	1899078
1172775	1922514
1171908	1899785
1152209	1909774
1158385	1866864
1149215	1898738
1140295	1898178
1164370	1951035
1187604	1870678
1100317	1935189
1151912	1916666
1170178	1911114
1176184	1905758
1175403	1875286
1184042	1850429
1151478	1872435
1178947	1828276
1159242	1927778
1139033	1933872
1136361	1901672
1154463	1875201
1157778	1909536
1163934	1867784
1194164	1839991
1143053	1897586
1157644	1901550
1183997	1860930
1172714	1894929
1146388	1929245
1183046	1850068
1138963	1894160
1161197	1870729
1159998	1862054
1171871	1868201
1164319	1856572
1181461	1872809
1188281	1847432
1175980	1910190
1160411	1898443
1161820	1898745
1170661	1851888
1160028	1896255
1138792	1935245
1198086	1844440
1154657	1892176
1182861	1844096
1183325	1830895
1190896	1860910
1197651	1846464
1197786	1844386
1169927	1927822
1179762	1870811
1100726	1934249
1134472	1863989
1145643	1907557
1139843	1904842
1155793	1873247
1147779	1924572
1140996	1926874
1140736	1900387
1158973	1924792
1140643	1916929
1159617	1931852
1153205	1904776
1180975	1852778
1178361	1876512
1170515	1823377
1175753	1905861
1150149	1915635
1159877	1917272
1143549	1906260
1173794	1906438
1149606	1867448
1167011	1867323
1183199	1844607
1185869	1863447
1169149	1870883
1177345	1905076
1133047	1941290
1163937	1951049
1191482	1858162
1168313	1850999
1165112	1866921
1171542	1924498
1165810	1918270
1192172	1858943
1193955	1835832
1180426	1858401
1188848	1856629
1189007	1854304
1171956	1924444
1149320	1914135
1197186	1852257
1135559	1917491
1170655	1854957
1180001	1864868
1138967	1900989
1140356	1930731
1139396	1933097
1160777	1917685
1159101	1862233
1159885	1935099
1137208	1910760
1154144	1931573
1181668	1880864
1148742	1913855
1139198	1912192
1163509	1861964
1180480	1847353
1195594	1849310
1162465	1949641
1176394	1898485
1153841	1914102
1166173	1834928
1176392	1900920
1171587	1884365
1178089	1829420
1178063	1838639
1165066	1862444
1149564	1900219
1178016	1853615
1139479	1901774
1138131	1904807
1195197	1855381
1146513	1865084
1195440	1847372
1152872	1904787
1101811	1934379
1160405	1898763
1183663	1852085
1162745	1904893
1172804	1864909
1175277	1910956
1174765	1853835
1147721	1923847
1167878	1892412
1164012	1867864
1134007	1920984
1161902	1911304
1172423	1898671
1182739	1858330
1138477	1926085
1167743	1864333
1149413	1896698
1175541	1901758
1177107	1832046
1176740	1830711
1183328	1831463
1146459	1865053
1176290	1901657
1169854	1896595
1161270	1867942
1172665	1916271
1192496	1854436
1155355	1927220
1150728	1907691
1140093	1905981
1137773	1904797
1180755	1858448
1170684	1910913
1159619	1858299
1161576	1907410
1180755	1858448
1176436	1900082
1191138	1842112
1183438	1863365
1152527	1915771
1181872	1856599
1172289	1855746
1170010	1842660
1179017	1826137
1183137	1835121
1180140	1880977
1173667	1831157
1159877	1917272
1175513	1868519
1158625	1914568
1151365	1860587
1167413	1934786
1169140	1919822
1179407	1866672
1168992	1867339
1189654	1867456
1165944	1869790
1163636	1874247
1182017	1879976
1151087	1908697
1165496	1826060
1161039	1876308
1170229	1924560
